BookingStatus,Wno,ClassOfTravel,JourneyDate,Weekdays,Month,Days,Astatus
TQWL,13,SL,11/5/2018,6,5,11,0
TQWL,14,SL,11/5/2018,6,5,11,1
TQWL,3,SL,11/5/2018,6,5,11,0
TQWL,11,SL,10/5/2018,5,5,10,1
TQWL,10,SL,10/5/2018,5,5,10,1
TQWL,8,3A,11/5/2018,6,5,11,0
TQWL,1,2A,11/5/2018,6,5,11,0
TQWL,52,SL,11/5/2018,6,5,11,0
TQWL,13,SL,11/5/2018,6,5,11,1
TQWL,95,SL,11/5/2018,6,5,11,0
TQWL,27,SL,11/5/2018,6,5,11,0
TQWL,55,SL,11/5/2018,6,5,11,0
TQWL,21,3A,11/5/2018,6,5,11,0
TQWL,9,SL,13-05-2018,1,5,13,0
TQWL,44,SL,12/5/2018,7,5,12,0
TQWL,32,SL,13-05-2018,1,5,13,0
TQWL,112,SL,11/5/2018,6,5,11,0
TQWL,15,3A,11/5/2018,6,5,11,0
TQWL,117,SL,11/5/2018,6,5,11,0
TQWL,1,3A,12/5/2018,7,5,12,0
TQWL,27,3A,12/5/2018,7,5,12,0
TQWL,1,3A,14-05-2018,2,5,14,1
TQWL,2,SL,13-05-2018,1,5,13,1
TQWL,34,SL,13-05-2018,1,5,13,0
TQWL,40,SL,13-05-2018,1,5,13,0
TQWL,12,SL,13-05-2018,1,5,13,0
TQWL,11,SL,14-05-2018,2,5,14,0
TQWL,10,SL,13-05-2018,1,5,13,0
TQWL,25,SL,13-05-2018,1,5,13,0
TQWL,7,3A,14-05-2018,2,5,14,0
TQWL,3,3A,15-05-2018,3,5,15,0
TQWL,3,3A,13-05-2018,1,5,13,0
TQWL,1,SL,15-05-2018,3,5,15,1
TQWL,8,2A,14-05-2018,2,5,14,0
TQWL,3,3A,15-05-2018,3,5,15,1
TQWL,9,3A,15-05-2018,3,5,15,1
TQWL,4,3A,26-06-2018,3,6,26,0
TQWL,3,3A,26-06-2018,3,6,26,1
TQWL,1,3A,26-06-2018,3,6,26,0
TQWL,1,SL,27-06-2018,4,6,27,0
TQWL,53,SL,27-06-2018,4,6,27,0
TQWL,25,SL,26-06-2018,3,6,26,0
TQWL,2,3A,27-06-2018,4,6,27,1
TQWL,6,3A,28-06-2018,5,6,28,0
TQWL,39,SL,28-06-2018,5,6,28,0
TQWL,35,SL,28-06-2018,5,6,28,0
TQWL,52,SL,28-06-2018,5,6,28,0
TQWL,1,3A,29-06-2018,6,6,29,1
TQWL,12,SL,28-06-2018,5,6,28,0
TQWL,2,2A,29-06-2018,6,6,29,1
TQWL,40,SL,30-06-2018,7,6,30,1
TQWL,47,SL,30-06-2018,7,6,30,0
TQWL,53,SL,30-06-2018,7,6,30,0
TQWL,60,SL,30-06-2018,7,6,30,0
TQWL,1,3A,30-06-2018,7,6,30,0
TQWL,36,SL,29-06-2018,6,6,29,0
TQWL,27,3A,29-06-2018,6,6,29,0
TQWL,3,SL,1/7/2018,1,7,1,0
TQWL,6,SL,30-06-2018,7,6,30,1
TQWL,4,SL,30-06-2018,7,6,30,0
TQWL,5,SL,2/7/2018,2,7,2,0
TQWL,56,SL,2/7/2018,2,7,2,0
TQWL,54,SL,2/7/2018,2,7,2,0
TQWL,1,SL,1/7/2018,1,7,1,1
TQWL,2,3A,3/7/2018,3,7,3,0
TQWL,19,SL,3/7/2018,3,7,3,0
TQWL,21,SL,2/7/2018,2,7,2,0
TQWL,9,SL,3/7/2018,3,7,3,0
WL,15,3A,3/12/2016,7,12,3,1
WL,6,3A,3/12/2016,7,12,3,1
WL,41,SL,4/12/2016,1,12,4,0
WL,4,3A,6/12/2016,3,12,6,1
WL,17,3A,8/12/2016,5,12,8,1
WL,3,SL,5/3/2017,1,3,5,0
WL,42,SL,4/3/2017,7,3,4,0
WL,28,3A,5/3/2017,1,3,5,0
WL,32,SL,5/3/2017,1,3,5,0
WL,27,SL,5/3/2017,1,3,5,0
WL,13,SL,5/3/2017,1,3,5,0
WL,3,3A,5/3/2017,1,3,5,1
WL,8,3A,6/3/2017,2,3,6,0
WL,61,SL,6/3/2017,2,3,6,0
WL,3,SL,7/3/2017,3,3,7,0
WL,80,SL,6/3/2017,2,3,6,0
WL,42,SL,6/3/2017,2,3,6,0
WL,7,SL,6/3/2017,2,3,6,0
WL,9,3A,6/3/2017,2,3,6,0
WL,10,3A,6/3/2017,2,3,6,0
WL,55,SL,6/3/2017,2,3,6,0
WL,60,SL,7/3/2017,3,3,7,0
WL,101,SL,6/3/2017,2,3,6,1
WL,27,SL,8/3/2017,4,3,8,0
WL,43,SL,8/3/2017,4,3,8,0
WL,37,SL,8/3/2017,4,3,8,0
WL,86,SL,8/3/2017,4,3,8,0
WL,61,SL,8/3/2017,4,3,8,0
WL,21,SL,7/3/2017,3,3,7,0
WL,14,SL,8/3/2017,4,3,8,1
WL,27,3A,8/3/2017,4,3,8,1
WL,6,SL,8/3/2017,4,3,8,1
WL,1,SL,9/3/2017,5,3,9,0
WL,42,3A,8/3/2017,4,3,8,0
WL,43,3A,8/3/2017,4,3,8,0
WL,6,3A,9/3/2017,5,3,9,0
WL,90,SL,9/3/2017,5,3,9,1
WL,98,SL,8/3/2017,4,3,8,0
WL,35,SL,9/3/2017,5,3,9,0
WL,11,SL,9/3/2017,5,3,9,0
WL,21,SL,9/3/2017,5,3,9,0
WL,9,SL,10/3/2017,6,3,10,0
WL,81,SL,9/3/2017,5,3,9,0
WL,11,SL,10/3/2017,6,3,10,1
WL,2,SL,9/3/2017,5,3,9,0
WL,29,SL,9/3/2017,5,3,9,0
WL,18,3A,10/3/2017,6,3,10,1
WL,1,2A,11/3/2017,7,3,11,0
WL,39,SL,11/3/2017,7,3,11,0
WL,72,SL,11/3/2017,7,3,11,0
WL,6,SL,11/3/2017,7,3,11,0
WL,7,SL,11/3/2017,7,3,11,0
WL,1,3A,12/3/2017,1,3,12,0
WL,3,SL,11/3/2017,7,3,11,0
WL,10,SL,11/3/2017,7,3,11,1
WL,22,SL,12/3/2017,1,3,12,0
WL,4,SL,13-03-2017,2,3,13,0
WL,39,SL,12/3/2017,1,3,12,0
WL,8,SL,12/3/2017,1,3,12,0
WL,12,SL,12/3/2017,1,3,12,0
WL,67,SL,12/3/2017,1,3,12,0
WL,9,3A,13-03-2017,2,3,13,1
WL,31,SL,13-03-2017,2,3,13,0
WL,23,SL,13-03-2017,2,3,13,0
WL,59,SL,13-03-2017,2,3,13,0
WL,13,3A,14-03-2017,3,3,14,1
WL,20,3A,14-03-2017,3,3,14,1
WL,3,SL,15-03-2017,4,3,15,0
WL,41,SL,14-03-2017,3,3,14,0
WL,40,SL,14-03-2017,3,3,14,1
WL,58,SL,15-03-2017,4,3,15,0
WL,36,SL,15-03-2017,4,3,15,0
WL,8,3A,14-03-2017,3,3,14,1
WL,10,SL,15-03-2017,4,3,15,1
WL,17,3A,15-03-2017,4,3,15,0
WL,8,SL,15-03-2017,4,3,15,0
WL,6,SL,15-03-2017,4,3,15,0
WL,2,3A,17-03-2017,6,3,17,0
WL,45,SL,16-03-2017,5,3,16,1
WL,43,SL,17-03-2017,6,3,17,0
WL,47,SL,17-03-2017,6,3,17,0
WL,83,SL,17-03-2017,6,3,17,0
WL,15,SL,18-03-2017,7,3,18,0
WL,6,SL,17-03-2017,6,3,17,0
WL,42,SL,17-03-2017,6,3,17,0
WL,44,SL,17-03-2017,6,3,17,0
WL,5,SL,17-03-2017,6,3,17,0
WL,7,3A,19-03-2017,1,3,19,1
WL,2,SL,20-03-2017,2,3,20,0
WL,17,SL,19-03-2017,1,3,19,0
WL,36,SL,19-03-2017,1,3,19,0
WL,4,SL,19-03-2017,1,3,19,0
WL,3,SL,20-03-2017,2,3,20,1
WL,3,2A,19-03-2017,1,3,19,0
WL,38,SL,19-03-2017,1,3,19,0
WL,1,SL,20-03-2017,2,3,20,1
WL,39,SL,20-03-2017,2,3,20,1
WL,5,SL,20-03-2017,2,3,20,0
WL,9,SL,21-03-2017,3,3,21,0
WL,27,SL,20-03-2017,2,3,20,0
WL,11,SL,21-03-2017,3,3,21,1
WL,1,3A,21-03-2017,3,3,21,0
WL,19,3A,21-03-2017,3,3,21,1
WL,59,SL,22-03-2017,4,3,22,0
WL,2,SL,22-03-2017,4,3,22,1
WL,25,SL,22-03-2017,4,3,22,0
WL,60,SL,22-03-2017,4,3,22,0
WL,5,3A,23-03-2017,5,3,23,1
WL,3,3A,22-03-2017,4,3,22,0
WL,1,SL,23-03-2017,5,3,23,0
WL,57,SL,23-03-2017,5,3,23,0
WL,9,SL,24-03-2017,6,3,24,0
WL,2,SL,23-03-2017,5,3,23,0
WL,12,3A,24-03-2017,6,3,24,0
WL,39,SL,24-03-2017,6,3,24,0
WL,20,SL,24-03-2017,6,3,24,1
WL,75,SL,24-03-2017,6,3,24,0
WL,5,3A,24-03-2017,6,3,24,0
WL,52,SL,24-03-2017,6,3,24,0
WL,4,SL,24-03-2017,6,3,24,0
WL,22,SL,24-03-2017,6,3,24,1
WL,14,3A,24-03-2017,6,3,24,0
WL,13,3A,25-03-2017,7,3,25,0
WL,7,SL,24-03-2017,6,3,24,1
WL,100,SL,25-03-2017,7,3,25,0
WL,48,SL,25-03-2017,7,3,25,0
WL,81,SL,24-03-2017,6,3,24,0
WL,15,3A,25-03-2017,7,3,25,0
WL,70,SL,25-03-2017,7,3,25,0
WL,49,SL,25-03-2017,7,3,25,0
WL,35,3A,26-03-2017,1,3,26,0
WL,30,SL,27-03-2017,2,3,27,1
WL,36,SL,26-03-2017,1,3,26,0
WL,39,SL,26-03-2017,1,3,26,0
WL,33,SL,27-03-2017,2,3,27,0
WL,27,3A,26-03-2017,1,3,26,0
WL,1,3A,27-03-2017,2,3,27,0
WL,81,SL,28-03-2017,3,3,28,0
WL,28,SL,28-03-2017,3,3,28,0
WL,21,3A,28-03-2017,3,3,28,0
WL,18,SL,28-03-2017,3,3,28,0
TQWL,14,SL,8/7/2017,7,7,8,0
TQWL,21,3A,7/7/2017,6,7,7,0
TQWL,17,3A,7/7/2017,6,7,7,0
TQWL,19,SL,11/7/2017,3,7,11,0
TQWL,39,SL,13-07-2017,5,7,13,0
TQWL,13,3A,13-07-2017,5,7,13,0
TQWL,3,SL,13-07-2017,5,7,13,1
TQWL,7,SL,13-07-2017,5,7,13,1
TQWL,67,SL,13-07-2017,5,7,13,0
TQWL,6,SL,13-07-2017,5,7,13,1
TQWL,12,3A,14-07-2017,6,7,14,0
TQWL,107,SL,14-07-2017,6,7,14,0
TQWL,26,SL,14-07-2017,6,7,14,1
TQWL,53,SL,14-07-2017,6,7,14,0
TQWL,2,SL,14-07-2017,6,7,14,1
TQWL,34,SL,17-07-2017,2,7,17,1
TQWL,2,SL,17-07-2017,2,7,17,1
TQWL,1,3A,17-07-2017,2,7,17,0
TQWL,46,SL,17-07-2017,2,7,17,0
TQWL,33,SL,17-07-2017,2,7,17,0
TQWL,1,3A,18-07-2017,3,7,18,1
TQWL,13,3A,18-07-2017,3,7,18,0
TQWL,26,3A,17-07-2017,2,7,17,0
TQWL,10,SL,18-07-2017,3,7,18,0
TQWL,5,SL,18-07-2017,3,7,18,0
TQWL,34,SL,18-07-2017,3,7,18,0
TQWL,5,3A,19-07-2017,4,7,19,1
TQWL,11,3A,19-07-2017,4,7,19,0
TQWL,17,SL,19-07-2017,4,7,19,0
TQWL,41,SL,19-07-2017,4,7,19,0
TQWL,11,SL,19-07-2017,4,7,19,1
TQWL,8,3A,20-07-2017,5,7,20,0
TQWL,38,SL,20-07-2017,5,7,20,0
TQWL,54,SL,20-07-2017,5,7,20,1
TQWL,3,SL,20-07-2017,5,7,20,1
TQWL,4,SL,21-07-2017,6,7,21,1
TQWL,14,3A,21-07-2017,6,7,21,0
TQWL,9,3A,21-07-2017,6,7,21,0
TQWL,74,SL,21-07-2017,6,7,21,0
TQWL,21,SL,21-07-2017,6,7,21,0
TQWL,1,3A,21-07-2017,6,7,21,1
TQWL,8,SL,22-07-2017,7,7,22,0
TQWL,49,SL,21-07-2017,6,7,21,0
TQWL,6,3A,21-07-2017,6,7,21,0
TQWL,7,3A,20-07-2017,5,7,20,1
TQWL,29,3A,21-07-2017,6,7,21,0
TQWL,47,SL,21-07-2017,6,7,21,0
TQWL,5,2A,22-07-2017,7,7,22,0
TQWL,5,3A,22-07-2017,7,7,22,0
TQWL,11,SL,22-07-2017,7,7,22,1
TQWL,4,3A,22-07-2017,7,7,22,1
TQWL,89,SL,21-07-2017,6,7,21,0
TQWL,30,3A,21-07-2017,6,7,21,0
TQWL,37,SL,21-07-2017,6,7,21,0
TQWL,2,3A,22-07-2017,7,7,22,0
TQWL,38,SL,22-07-2017,7,7,22,0
TQWL,2,3A,24-07-2017,2,7,24,1
TQWL,12,3A,24-07-2017,2,7,24,0
TQWL,43,SL,24-07-2017,2,7,24,0
TQWL,36,SL,24-07-2017,2,7,24,0
TQWL,1,3A,24-07-2017,2,7,24,0
TQWL,23,SL,25-07-2017,3,7,25,0
TQWL,16,3A,25-07-2017,3,7,25,0
TQWL,26,SL,25-07-2017,3,7,25,1
TQWL,29,SL,26-07-2017,4,7,26,0
TQWL,32,SL,26-07-2017,4,7,26,0
TQWL,112,SL,26-07-2017,4,7,26,0
TQWL,2,SL,27-07-2017,5,7,27,1
TQWL,34,SL,27-07-2017,5,7,27,0
TQWL,74,SL,27-07-2017,5,7,27,0
TQWL,104,SL,27-07-2017,5,7,27,0
TQWL,5,2A,27-07-2017,5,7,27,0
TQWL,11,SL,27-07-2017,5,7,27,0
TQWL,87,SL,27-07-2017,5,7,27,0
TQWL,26,3A,28-07-2017,6,7,28,0
TQWL,76,SL,28-07-2017,6,7,28,0
TQWL,85,SL,28-07-2017,6,7,28,0
TQWL,103,SL,28-07-2017,6,7,28,0
TQWL,18,3A,28-07-2017,6,7,28,0
TQWL,64,SL,27-07-2017,5,7,27,0
TQWL,61,SL,28-07-2017,6,7,28,0
TQWL,3,2A,27-07-2017,5,7,27,0
TQWL,52,SL,28-07-2017,6,7,28,0
TQWL,36,SL,28-07-2017,6,7,28,1
TQWL,81,SL,28-07-2017,6,7,28,0
TQWL,5,2A,28-07-2017,6,7,28,0
TQWL,42,SL,28-07-2017,6,7,28,0
TQWL,53,SL,28-07-2017,6,7,28,0
TQWL,16,3A,29-07-2017,7,7,29,0
TQWL,72,SL,28-07-2017,6,7,28,0
TQWL,2,3A,29-07-2017,7,7,29,0
TQWL,67,SL,29-07-2017,7,7,29,0
TQWL,52,SL,29-07-2017,7,7,29,0
TQWL,11,3A,29-07-2017,7,7,29,0
TQWL,30,SL,29-07-2017,7,7,29,0
TQWL,57,SL,30-07-2017,1,7,30,0
TQWL,44,SL,30-07-2017,1,7,30,0
TQWL,94,SL,30-07-2017,1,7,30,0
TQWL,74,SL,30-07-2017,1,7,30,0
TQWL,5,SL,30-07-2017,1,7,30,1
TQWL,71,SL,30-07-2017,1,7,30,0
TQWL,9,3A,30-07-2017,1,7,30,0
TQWL,87,SL,30-07-2017,1,7,30,0
TQWL,85,SL,30-07-2017,1,7,30,0
TQWL,62,SL,31-07-2017,2,7,31,0
TQWL,4,3A,1/8/2017,3,8,1,0
TQWL,6,SL,1/8/2017,3,8,1,1
TQWL,7,2A,31-07-2017,2,7,31,0
TQWL,61,SL,31-07-2017,2,7,31,0
TQWL,21,SL,1/8/2017,3,8,1,1
TQWL,48,SL,2/8/2017,4,8,2,0
TQWL,40,SL,1/8/2017,3,8,1,0
TQWL,15,SL,2/8/2017,4,8,2,0
TQWL,57,SL,2/8/2017,4,8,2,0
TQWL,6,3A,2/8/2017,4,8,2,1
TQWL,1,3A,2/8/2017,4,8,2,1
TQWL,10,SL,3/8/2017,5,8,3,1
TQWL,43,SL,4/8/2017,6,8,4,0
TQWL,36,SL,3/8/2017,5,8,3,0
TQWL,26,SL,3/8/2017,5,8,3,0
TQWL,25,SL,4/8/2017,6,8,4,0
TQWL,63,SL,4/8/2017,6,8,4,0
TQWL,4,3A,4/8/2017,6,8,4,0
TQWL,79,SL,4/8/2017,6,8,4,0
TQWL,9,3A,5/8/2017,7,8,5,0
TQWL,25,SL,5/8/2017,7,8,5,0
TQWL,1,3A,6/8/2017,1,8,6,0
TQWL,8,SL,5/8/2017,7,8,5,1
TQWL,23,SL,4/8/2017,6,8,4,0
TQWL,42,SL,5/8/2017,7,8,5,0
TQWL,5,SL,5/8/2017,7,8,5,1
TQWL,66,SL,6/8/2017,1,8,6,0
TQWL,48,SL,5/8/2017,7,8,5,0
TQWL,59,SL,6/8/2017,1,8,6,0
TQWL,10,3A,6/8/2017,1,8,6,0
TQWL,25,SL,6/8/2017,1,8,6,0
TQWL,2,2A,7/8/2017,2,8,7,0
TQWL,57,SL,6/8/2017,1,8,6,0
TQWL,62,SL,7/8/2017,2,8,7,0
TQWL,5,SL,7/8/2017,2,8,7,0
TQWL,11,3A,7/8/2017,2,8,7,1
TQWL,4,2A,8/8/2017,3,8,8,0
TQWL,17,SL,8/8/2017,3,8,8,0
TQWL,6,SL,8/8/2017,3,8,8,1
TQWL,112,SL,9/8/2017,4,8,9,0
TQWL,81,SL,9/8/2017,4,8,9,0
TQWL,102,SL,9/8/2017,4,8,9,0
TQWL,115,SL,9/8/2017,4,8,9,0
TQWL,34,SL,9/8/2017,4,8,9,0
TQWL,59,SL,9/8/2017,4,8,9,0
TQWL,1,SL,9/8/2017,4,8,9,0
TQWL,19,3A,9/8/2017,4,8,9,0
TQWL,9,3A,9/8/2017,4,8,9,0
TQWL,3,SL,10/8/2017,5,8,10,1
TQWL,70,SL,10/8/2017,5,8,10,0
TQWL,56,SL,10/8/2017,5,8,10,0
TQWL,34,SL,10/8/2017,5,8,10,0
TQWL,35,SL,10/8/2017,5,8,10,0
TQWL,19,SL,11/8/2017,6,8,11,0
TQWL,125,SL,11/8/2017,6,8,11,0
TQWL,93,SL,11/8/2017,6,8,11,0
TQWL,25,SL,11/8/2017,6,8,11,0
TQWL,9,3A,11/8/2017,6,8,11,0
TQWL,8,SL,12/8/2017,7,8,12,1
TQWL,107,SL,11/8/2017,6,8,11,0
TQWL,38,3A,11/8/2017,6,8,11,0
TQWL,31,SL,10/8/2017,5,8,10,0
TQWL,16,3A,11/8/2017,6,8,11,0
TQWL,3,SL,11/8/2017,6,8,11,0
TQWL,7,SL,11/8/2017,6,8,11,1
TQWL,12,SL,12/8/2017,7,8,12,1
TQWL,19,3A,12/8/2017,7,8,12,0
TQWL,53,SL,12/8/2017,7,8,12,0
TQWL,54,SL,12/8/2017,7,8,12,0
TQWL,82,SL,11/8/2017,6,8,11,0
TQWL,110,SL,11/8/2017,6,8,11,0
TQWL,5,2A,11/8/2017,6,8,11,0
TQWL,78,SL,12/8/2017,7,8,12,0
TQWL,80,SL,12/8/2017,7,8,12,0
TQWL,3,2A,13-08-2017,1,8,13,0
TQWL,1,SL,14-08-2017,2,8,14,1
TQWL,16,SL,13-08-2017,1,8,13,1
TQWL,25,SL,12/8/2017,7,8,12,0
TQWL,5,3A,14-08-2017,2,8,14,0
TQWL,44,SL,14-08-2017,2,8,14,0
TQWL,75,SL,13-08-2017,1,8,13,0
TQWL,92,SL,13-08-2017,1,8,13,0
TQWL,1,SL,14-08-2017,2,8,14,1
TQWL,1,3A,14-08-2017,2,8,14,0
TQWL,7,SL,15-08-2017,3,8,15,1
TQWL,28,3A,14-08-2017,2,8,14,0
TQWL,97,SL,14-08-2017,2,8,14,0
TQWL,114,SL,14-08-2017,2,8,14,0
TQWL,96,SL,14-08-2017,2,8,14,1
TQWL,120,SL,14-08-2017,2,8,14,0
TQWL,111,SL,14-08-2017,2,8,14,0
TQWL,1,3A,14-08-2017,2,8,14,1
TQWL,3,2A,15-08-2017,3,8,15,0
TQWL,6,3A,15-08-2017,3,8,15,1
TQWL,62,SL,16-08-2017,4,8,16,0
TQWL,3,SL,16-08-2017,4,8,16,1
TQWL,5,3A,16-08-2017,4,8,16,1
TQWL,72,SL,16-08-2017,4,8,16,0
TQWL,33,SL,16-08-2017,4,8,16,0
TQWL,2,2A,17-08-2017,5,8,17,0
TQWL,8,3A,17-08-2017,5,8,17,1
TQWL,25,SL,17-08-2017,5,8,17,0
TQWL,1,2A,16-08-2017,4,8,16,0
TQWL,11,SL,17-08-2017,5,8,17,0
TQWL,16,SL,17-08-2017,5,8,17,0
TQWL,17,3A,18-08-2017,6,8,18,0
TQWL,96,SL,18-08-2017,6,8,18,0
TQWL,2,SL,19-08-2017,7,8,19,0
TQWL,4,3A,19-08-2017,7,8,19,0
TQWL,94,SL,18-08-2017,6,8,18,0
TQWL,30,3A,18-08-2017,6,8,18,0
TQWL,110,SL,18-08-2017,6,8,18,0
TQWL,28,3A,18-08-2017,6,8,18,0
TQWL,115,SL,18-08-2017,6,8,18,0
TQWL,101,SL,19-08-2017,7,8,19,0
TQWL,81,SL,20-08-2017,1,8,20,0
TQWL,12,3A,20-08-2017,1,8,20,0
TQWL,119,SL,20-08-2017,1,8,20,0
TQWL,11,SL,20-08-2017,1,8,20,0
TQWL,103,SL,20-08-2017,1,8,20,0
TQWL,91,SL,20-08-2017,1,8,20,0
TQWL,122,SL,20-08-2017,1,8,20,0
TQWL,7,3A,21-08-2017,2,8,21,0
TQWL,5,SL,21-08-2017,2,8,21,1
TQWL,55,SL,21-08-2017,2,8,21,0
TQWL,15,3A,21-08-2017,2,8,21,0
TQWL,9,SL,21-08-2017,2,8,21,0
TQWL,68,SL,21-08-2017,2,8,21,0
TQWL,11,SL,22-08-2017,3,8,22,0
TQWL,60,SL,22-08-2017,3,8,22,0
TQWL,15,3A,22-08-2017,3,8,22,0
TQWL,38,SL,22-08-2017,3,8,22,0
TQWL,4,SL,22-08-2017,3,8,22,0
TQWL,90,SL,22-08-2017,3,8,22,0
TQWL,79,SL,22-08-2017,3,8,22,0
TQWL,22,SL,22-08-2017,3,8,22,0
TQWL,25,SL,23-08-2017,4,8,23,0
TQWL,57,SL,23-08-2017,4,8,23,0
TQWL,123,SL,22-08-2017,3,8,22,0
TQWL,36,SL,23-08-2017,4,8,23,0
TQWL,92,SL,23-08-2017,4,8,23,0
TQWL,118,SL,23-08-2017,4,8,23,0
TQWL,37,SL,23-08-2017,4,8,23,0
TQWL,6,2A,24-08-2017,5,8,24,0
TQWL,89,SL,23-08-2017,4,8,23,0
TQWL,45,SL,24-08-2017,5,8,24,1
TQWL,120,SL,24-08-2017,5,8,24,0
TQWL,39,SL,24-08-2017,5,8,24,0
TQWL,124,SL,24-08-2017,5,8,24,0
TQWL,79,SL,24-08-2017,5,8,24,0
TQWL,39,3A,24-08-2017,5,8,24,0
TQWL,114,SL,24-08-2017,5,8,24,0
TQWL,30,SL,23-08-2017,4,8,23,0
TQWL,3,SL,25-08-2017,6,8,25,0
TQWL,34,SL,24-08-2017,5,8,24,0
TQWL,7,2A,24-08-2017,5,8,24,0
TQWL,49,SL,24-08-2017,5,8,24,0
TQWL,27,3A,24-08-2017,5,8,24,0
TQWL,50,SL,25-08-2017,6,8,25,0
TQWL,101,SL,25-08-2017,6,8,25,0
TQWL,113,SL,25-08-2017,6,8,25,0
TQWL,2,SL,25-08-2017,6,8,25,1
TQWL,104,SL,25-08-2017,6,8,25,0
TQWL,3,SL,26-08-2017,7,8,26,1
TQWL,54,SL,26-08-2017,7,8,26,0
TQWL,22,SL,26-08-2017,7,8,26,0
TQWL,49,SL,26-08-2017,7,8,26,0
TQWL,2,2A,26-08-2017,7,8,26,0
TQWL,89,SL,26-08-2017,7,8,26,0
TQWL,1,SL,12/2/2018,2,2,12,1
TQWL,1,3A,13-02-2018,3,2,13,0
TQWL,47,SL,13-02-2018,3,2,13,0
TQWL,88,SL,12/2/2018,2,2,12,0
TQWL,96,SL,12/2/2018,2,2,12,0
TQWL,3,SL,14-02-2018,4,2,14,1
TQWL,2,3A,13-02-2018,3,2,13,1
TQWL,7,SL,14-02-2018,4,2,14,1
TQWL,19,SL,15-02-2018,5,2,15,0
TQWL,4,SL,14-02-2018,4,2,14,0
TQWL,25,3A,16-02-2018,6,2,16,0
TQWL,3,SL,17-02-2018,7,2,17,0
TQWL,13,SL,17-02-2018,7,2,17,0
TQWL,13,SL,16-02-2018,6,2,16,0
TQWL,13,3A,15-02-2018,5,2,15,0
TQWL,43,SL,16-02-2018,6,2,16,0
TQWL,117,SL,16-02-2018,6,2,16,0
TQWL,106,SL,16-02-2018,6,2,16,0
TQWL,15,3A,16-02-2018,6,2,16,0
TQWL,116,SL,16-02-2018,6,2,16,0
TQWL,8,3A,16-02-2018,6,2,16,0
TQWL,79,SL,16-02-2018,6,2,16,0
TQWL,5,SL,16-02-2018,6,2,16,0
TQWL,58,SL,17-02-2018,7,2,17,0
TQWL,56,SL,17-02-2018,7,2,17,0
TQWL,22,SL,17-02-2018,7,2,17,0
TQWL,16,3A,19-02-2018,2,2,19,0
TQWL,78,SL,17-02-2018,7,2,17,1
TQWL,76,SL,17-02-2018,7,2,17,0
TQWL,10,3A,19-02-2018,2,2,19,1
TQWL,21,3A,19-02-2018,2,2,19,0
TQWL,36,SL,19-02-2018,2,2,19,0
TQWL,1,2A,19-02-2018,2,2,19,0
TQWL,27,SL,19-02-2018,2,2,19,0
TQWL,2,SL,21-02-2018,4,2,21,0
TQWL,3,SL,21-02-2018,4,2,21,0
TQWL,81,SL,20-02-2018,3,2,20,0
TQWL,15,SL,20-02-2018,3,2,20,0
TQWL,17,3A,21-02-2018,4,2,21,1
TQWL,47,SL,20-02-2018,3,2,20,0
TQWL,93,SL,21-02-2018,4,2,21,0
TQWL,3,2A,21-02-2018,4,2,21,1
TQWL,27,3A,22-02-2018,5,2,22,0
TQWL,2,3A,23-02-2018,6,2,23,1
TQWL,56,SL,22-02-2018,5,2,22,0
TQWL,64,SL,22-02-2018,5,2,22,0
TQWL,74,SL,22-02-2018,5,2,22,0
TQWL,22,SL,22-02-2018,5,2,22,0
TQWL,60,SL,22-02-2018,5,2,22,0
TQWL,117,SL,21-02-2018,4,2,21,0
TQWL,94,SL,22-02-2018,5,2,22,0
TQWL,120,SL,22-02-2018,5,2,22,0
TQWL,38,3A,23-02-2018,6,2,23,0
TQWL,24,3A,23-02-2018,6,2,23,0
TQWL,40,SL,23-02-2018,6,2,23,0
