BookingStatus,Wno,ClassOfTravel,JourneyDate,Weekdays,Month,Days,Astatus
TQWL,47,SL,23-02-2018,6,2,23,0
TQWL,31,SL,23-02-2018,6,2,23,0
TQWL,80,SL,23-02-2018,6,2,23,0
TQWL,4,SL,24-02-2018,7,2,24,1
TQWL,16,3A,23-02-2018,6,2,23,0
TQWL,6,3A,23-02-2018,6,2,23,0
TQWL,8,SL,23-02-2018,6,2,23,0
TQWL,4,3A,25-02-2018,1,2,25,0
TQWL,3,SL,24-02-2018,7,2,24,0
TQWL,1,3A,25-02-2018,1,2,25,0
TQWL,19,SL,24-02-2018,7,2,24,0
TQWL,1,SL,25-02-2018,1,2,25,1
TQWL,15,SL,24-02-2018,7,2,24,0
TQWL,3,3A,24-02-2018,7,2,24,1
TQWL,10,SL,24-02-2018,7,2,24,0
TQWL,55,SL,24-02-2018,7,2,24,0
TQWL,124,SL,24-02-2018,7,2,24,1
TQWL,17,3A,25-02-2018,1,2,25,0
TQWL,28,3A,25-02-2018,1,2,25,0
TQWL,16,SL,25-02-2018,1,2,25,0
TQWL,29,SL,24-02-2018,7,2,24,0
TQWL,3,3A,26-02-2018,2,2,26,1
TQWL,115,SL,24-02-2018,7,2,24,0
TQWL,105,SL,24-02-2018,7,2,24,1
TQWL,85,SL,25-02-2018,1,2,25,0
TQWL,15,SL,26-02-2018,2,2,26,1
TQWL,3,2A,25-02-2018,1,2,25,0
TQWL,10,SL,25-02-2018,1,2,25,0
TQWL,8,3A,26-02-2018,2,2,26,0
TQWL,67,SL,26-02-2018,2,2,26,0
TQWL,4,SL,27-02-2018,3,2,27,0
TQWL,1,3A,27-02-2018,3,2,27,0
TQWL,13,SL,26-02-2018,2,2,26,0
TQWL,14,3A,26-02-2018,2,2,26,0
TQWL,88,SL,26-02-2018,2,2,26,0
TQWL,24,SL,26-02-2018,2,2,26,0
TQWL,106,SL,26-02-2018,2,2,26,0
TQWL,62,SL,27-02-2018,3,2,27,0
TQWL,108,SL,27-02-2018,3,2,27,1
TQWL,95,SL,27-02-2018,3,2,27,0
TQWL,2,3A,27-02-2018,3,2,27,0
TQWL,87,SL,27-02-2018,3,2,27,0
TQWL,33,SL,27-02-2018,3,2,27,0
TQWL,118,SL,27-02-2018,3,2,27,1
TQWL,28,3A,28-02-2018,4,2,28,0
TQWL,87,SL,28-02-2018,4,2,28,0
TQWL,22,3A,28-02-2018,4,2,28,0
TQWL,3,3A,28-02-2018,4,2,28,1
TQWL,31,3A,28-02-2018,4,2,28,0
TQWL,5,3A,28-02-2018,4,2,28,0
TQWL,1,SL,16-05-2018,4,5,16,0
TQWL,5,SL,15-05-2018,3,5,15,1
TQWL,13,3A,16-05-2018,4,5,16,1
TQWL,10,SL,16-05-2018,4,5,16,1
TQWL,1,SL,16-05-2018,4,5,16,1
TQWL,1,SL,17-05-2018,5,5,17,1
TQWL,2,SL,17-05-2018,5,5,17,1
TQWL,11,3A,17-05-2018,5,5,17,0
TQWL,27,SL,17-05-2018,5,5,17,0
TQWL,7,SL,16-05-2018,4,5,16,1
TQWL,3,3A,17-05-2018,5,5,17,0
TQWL,4,SL,17-05-2018,5,5,17,1
TQWL,8,SL,18-05-2018,6,5,18,1
TQWL,71,SL,18-05-2018,6,5,18,0
TQWL,3,SL,19-05-2018,7,5,19,0
TQWL,35,SL,18-05-2018,6,5,18,0
TQWL,9,3A,18-05-2018,6,5,18,0
TQWL,1,3A,19-05-2018,7,5,19,1
TQWL,9,SL,18-05-2018,6,5,18,1
TQWL,3,2A,18-05-2018,6,5,18,0
TQWL,57,SL,18-05-2018,6,5,18,0
TQWL,21,3A,18-05-2018,6,5,18,0
TQWL,33,SL,19-05-2018,7,5,19,0
TQWL,6,SL,21-05-2018,2,5,21,1
TQWL,1,SL,21-05-2018,2,5,21,1
TQWL,27,SL,20-05-2018,1,5,20,0
TQWL,8,3A,20-05-2018,1,5,20,1
TQWL,20,SL,20-05-2018,1,5,20,1
TQWL,1,3A,22-05-2018,3,5,22,1
TQWL,11,3A,21-05-2018,2,5,21,1
TQWL,22,SL,21-05-2018,2,5,21,1
TQWL,2,SL,22-05-2018,3,5,22,1
TQWL,7,SL,22-05-2018,3,5,22,1
TQWL,13,SL,22-05-2018,3,5,22,1
TQWL,4,3A,24-05-2018,5,5,24,1
TQWL,2,3A,23-05-2018,4,5,23,1
TQWL,2,SL,24-05-2018,5,5,24,0
TQWL,3,3A,24-05-2018,5,5,24,0
TQWL,8,SL,24-05-2018,5,5,24,0
TQWL,2,SL,23-05-2018,4,5,23,1
TQWL,5,3A,25-05-2018,6,5,25,0
TQWL,53,SL,24-05-2018,5,5,24,1
TQWL,1,3A,26-05-2018,7,5,26,1
TQWL,15,3A,25-05-2018,6,5,25,0
TQWL,11,SL,25-05-2018,6,5,25,0
TQWL,10,SL,25-05-2018,6,5,25,0
TQWL,21,SL,26-05-2018,7,5,26,0
TQWL,20,SL,26-05-2018,7,5,26,0
TQWL,4,3A,27-05-2018,1,5,27,0
TQWL,13,SL,27-05-2018,1,5,27,0
TQWL,1,3A,29-05-2018,3,5,29,0
TQWL,7,3A,28-05-2018,2,5,28,1
TQWL,9,3A,30-05-2018,4,5,30,1
TQWL,11,3A,30-05-2018,4,5,30,1
TQWL,8,SL,30-05-2018,4,5,30,0
TQWL,1,2A,30-05-2018,4,5,30,1
TQWL,46,SL,31-05-2018,5,5,31,0
TQWL,2,3A,30-05-2018,4,5,30,1
TQWL,28,SL,31-05-2018,5,5,31,0
TQWL,4,3A,31-05-2018,5,5,31,0
TQWL,20,SL,1/6/2018,6,6,1,0
WL,5,SL,1/12/2016,5,12,1,1
WL,51,SL,4/12/2016,1,12,4,0
WL,6,SL,4/12/2016,1,12,4,0
WL,4,SL,7/12/2016,4,12,7,0
WL,2,3A,6/12/2016,3,12,6,1
WL,59,SL,8/12/2016,5,12,8,0
WL,20,SL,11/12/2016,1,12,11,0
WL,3,SL,13-12-2016,3,12,13,1
WL,7,3A,14-12-2016,4,12,14,1
WL,1,SL,4/2/2017,7,2,4,0
WL,1,SL,5/2/2017,1,2,5,1
WL,73,SL,5/2/2017,1,2,5,0
WL,25,SL,6/2/2017,2,2,6,0
WL,3,SL,5/2/2017,1,2,5,0
WL,2,3A,5/2/2017,1,2,5,0
WL,10,SL,5/2/2017,1,2,5,0
WL,53,SL,5/2/2017,1,2,5,0
WL,8,SL,8/2/2017,4,2,8,0
WL,6,SL,7/2/2017,3,2,7,0
WL,12,3A,7/2/2017,3,2,7,1
WL,1,SL,9/2/2017,5,2,9,0
WL,16,3A,8/2/2017,4,2,8,1
WL,35,SL,8/2/2017,4,2,8,0
WL,53,SL,8/2/2017,4,2,8,0
WL,24,SL,9/2/2017,5,2,9,0
WL,4,3A,9/2/2017,5,2,9,0
WL,9,3A,10/2/2017,6,2,10,0
WL,9,SL,10/2/2017,6,2,10,0
WL,8,SL,10/2/2017,6,2,10,0
WL,20,3A,10/2/2017,6,2,10,0
WL,14,SL,12/2/2017,1,2,12,0
WL,19,SL,11/2/2017,7,2,11,0
WL,1,3A,11/2/2017,7,2,11,0
WL,7,SL,11/2/2017,7,2,11,1
WL,35,SL,12/2/2017,1,2,12,0
WL,91,SL,12/2/2017,1,2,12,0
WL,3,SL,13-02-2017,2,2,13,0
WL,48,SL,12/2/2017,1,2,12,0
WL,8,SL,13-02-2017,2,2,13,0
WL,51,SL,13-02-2017,2,2,13,1
WL,34,SL,13-02-2017,2,2,13,0
WL,61,SL,13-02-2017,2,2,13,0
WL,31,SL,14-02-2017,3,2,14,0
WL,47,SL,14-02-2017,3,2,14,0
WL,1,SL,14-02-2017,3,2,14,0
WL,92,SL,15-02-2017,4,2,15,0
WL,87,SL,15-02-2017,4,2,15,0
WL,9,SL,15-02-2017,4,2,15,0
WL,33,SL,15-02-2017,4,2,15,0
WL,31,SL,15-02-2017,4,2,15,0
WL,65,SL,16-02-2017,5,2,16,0
WL,40,SL,16-02-2017,5,2,16,0
WL,10,3A,16-02-2017,5,2,16,1
WL,5,3A,18-02-2017,7,2,18,1
WL,15,3A,17-02-2017,6,2,17,0
WL,90,SL,17-02-2017,6,2,17,0
WL,69,SL,17-02-2017,6,2,17,0
WL,65,SL,17-02-2017,6,2,17,0
WL,98,SL,17-02-2017,6,2,17,0
WL,84,SL,17-02-2017,6,2,17,0
WL,7,SL,18-02-2017,7,2,18,0
WL,91,SL,17-02-2017,6,2,17,0
WL,5,3A,19-02-2017,1,2,19,0
WL,51,SL,17-02-2017,6,2,17,0
WL,80,SL,18-02-2017,7,2,18,0
WL,56,SL,17-02-2017,6,2,17,0
WL,2,SL,19-02-2017,1,2,19,0
WL,10,3A,19-02-2017,1,2,19,0
WL,72,SL,19-02-2017,1,2,19,0
WL,97,SL,18-02-2017,7,2,18,0
WL,7,SL,19-02-2017,1,2,19,0
WL,55,SL,19-02-2017,1,2,19,0
WL,16,SL,19-02-2017,1,2,19,0
WL,68,SL,19-02-2017,1,2,19,0
WL,2,3A,20-02-2017,2,2,20,1
WL,11,SL,20-02-2017,2,2,20,0
WL,33,SL,20-02-2017,2,2,20,0
WL,3,SL,21-02-2017,3,2,21,1
WL,43,SL,21-02-2017,3,2,21,0
WL,4,SL,21-02-2017,3,2,21,0
WL,59,SL,22-02-2017,4,2,22,1
WL,37,SL,22-02-2017,4,2,22,0
WL,3,SL,23-02-2017,5,2,23,0
WL,1,3A,23-02-2017,5,2,23,1
WL,8,SL,22-02-2017,4,2,22,0
WL,3,3A,23-02-2017,5,2,23,1
WL,38,SL,23-02-2017,5,2,23,0
WL,26,SL,23-02-2017,5,2,23,0
WL,91,SL,23-02-2017,5,2,23,0
WL,30,3A,22-02-2017,4,2,22,1
WL,28,SL,23-02-2017,5,2,23,0
WL,61,SL,23-02-2017,5,2,23,0
WL,31,SL,23-02-2017,5,2,23,0
WL,65,SL,23-02-2017,5,2,23,0
WL,2,2A,23-02-2017,5,2,23,0
WL,63,SL,23-02-2017,5,2,23,0
WL,5,3A,24-02-2017,6,2,24,0
WL,71,SL,24-02-2017,6,2,24,0
WL,59,SL,25-02-2017,7,2,25,0
WL,82,SL,24-02-2017,6,2,24,0
WL,14,3A,24-02-2017,6,2,24,0
WL,4,SL,25-02-2017,7,2,25,0
WL,61,SL,24-02-2017,6,2,24,0
WL,8,SL,25-02-2017,7,2,25,0
WL,12,SL,25-02-2017,7,2,25,0
WL,10,3A,25-02-2017,7,2,25,0
WL,7,3A,25-02-2017,7,2,25,0
WL,35,SL,25-02-2017,7,2,25,0
WL,1,SL,26-02-2017,1,2,26,0
WL,47,SL,25-02-2017,7,2,25,0
WL,18,SL,26-02-2017,1,2,26,0
WL,5,SL,26-02-2017,1,2,26,0
WL,83,SL,25-02-2017,7,2,25,0
WL,15,3A,25-02-2017,7,2,25,0
WL,104,SL,24-02-2017,6,2,24,0
WL,2,3A,24-02-2017,6,2,24,1
WL,33,SL,24-02-2017,6,2,24,0
WL,1,SL,25-02-2017,7,2,25,1
WL,42,SL,25-02-2017,7,2,25,0
WL,18,SL,26-02-2017,1,2,26,0
WL,16,3A,26-02-2017,1,2,26,0
WL,56,SL,26-02-2017,1,2,26,0
WL,50,SL,27-02-2017,2,2,27,0
WL,51,SL,26-02-2017,1,2,26,0
WL,78,SL,27-02-2017,2,2,27,0
WL,45,SL,27-02-2017,2,2,27,0
WL,1,SL,1/3/2017,4,3,1,0
WL,2,SL,1/3/2017,4,3,1,0
WL,40,SL,27-02-2017,2,2,27,0
WL,20,SL,1/3/2017,4,3,1,0
WL,1,SL,28-02-2017,3,2,28,1
WL,27,SL,28-02-2017,3,2,28,0
WL,4,SL,1/3/2017,4,3,1,1
WL,15,3A,1/3/2017,4,3,1,0
WL,1,SL,1/3/2017,4,3,1,1
WL,75,SL,1/3/2017,4,3,1,0
WL,6,SL,3/3/2017,6,3,3,0
WL,58,SL,2/3/2017,5,3,2,0
WL,10,SL,2/3/2017,5,3,2,0
WL,1,SL,3/3/2017,6,3,3,1
WL,6,SL,2/3/2017,5,3,2,1
WL,47,SL,2/3/2017,5,3,2,0
WL,86,SL,2/3/2017,5,3,2,0
WL,39,SL,2/3/2017,5,3,2,0
WL,56,SL,2/3/2017,5,3,2,0
WL,9,SL,3/3/2017,6,3,3,0
WL,113,SL,2/3/2017,5,3,2,0
WL,33,SL,3/3/2017,6,3,3,0
WL,1,SL,3/3/2017,6,3,3,1
WL,6,SL,4/3/2017,7,3,4,0
WL,9,SL,3/3/2017,6,3,3,1
WL,10,3A,4/3/2017,7,3,4,0
WL,89,SL,3/3/2017,6,3,3,0
WL,30,3A,3/3/2017,6,3,3,0
WL,38,SL,3/3/2017,6,3,3,0
WL,22,SL,4/3/2017,7,3,4,0
WL,41,SL,4/3/2017,7,3,4,0
WL,94,SL,4/3/2017,7,3,4,1
WL,14,3A,18-04-2017,3,4,18,0
WL,65,SL,19-04-2017,4,4,19,0
WL,28,SL,19-04-2017,4,4,19,0
WL,3,3A,19-04-2017,4,4,19,0
WL,29,SL,19-04-2017,4,4,19,0
WL,52,SL,19-04-2017,4,4,19,0
WL,26,3A,19-04-2017,4,4,19,0
WL,18,3A,19-04-2017,4,4,19,0
WL,6,3A,20-04-2017,5,4,20,0
WL,24,3A,20-04-2017,5,4,20,0
WL,41,SL,19-04-2017,4,4,19,1
WL,96,SL,20-04-2017,5,4,20,0
WL,15,SL,20-04-2017,5,4,20,0
WL,25,3A,20-04-2017,5,4,20,0
WL,32,SL,20-04-2017,5,4,20,0
WL,4,SL,20-04-2017,5,4,20,1
WL,90,SL,20-04-2017,5,4,20,0
WL,7,2A,20-04-2017,5,4,20,0
WL,22,SL,20-04-2017,5,4,20,0
WL,103,SL,20-04-2017,5,4,20,0
WL,8,2A,21-04-2017,6,4,21,0
WL,29,SL,21-04-2017,6,4,21,0
WL,3,SL,20-04-2017,5,4,20,1
WL,109,SL,21-04-2017,6,4,21,0
WL,123,SL,21-04-2017,6,4,21,0
WL,34,3A,21-04-2017,6,4,21,0
WL,36,3A,21-04-2017,6,4,21,0
WL,31,SL,21-04-2017,6,4,21,0
WL,45,SL,21-04-2017,6,4,21,0
WL,58,SL,21-04-2017,6,4,21,0
WL,6,2A,23-04-2017,1,4,23,0
WL,18,SL,21-04-2017,6,4,21,0
WL,66,SL,22-04-2017,7,4,22,0
WL,36,SL,22-04-2017,7,4,22,0
WL,8,SL,23-04-2017,1,4,23,0
WL,41,SL,22-04-2017,7,4,22,0
WL,58,SL,22-04-2017,7,4,22,1
WL,75,SL,22-04-2017,7,4,22,0
WL,11,SL,21-04-2017,6,4,21,0
WL,71,SL,22-04-2017,7,4,22,0
WL,6,SL,22-04-2017,7,4,22,0
WL,15,SL,22-04-2017,7,4,22,0
WL,69,SL,22-04-2017,7,4,22,0
WL,9,SL,23-04-2017,1,4,23,1
WL,34,3A,22-04-2017,7,4,22,0
WL,11,SL,23-04-2017,1,4,23,1
WL,1,3A,23-04-2017,1,4,23,0
WL,7,SL,23-04-2017,1,4,23,1
WL,35,SL,23-04-2017,1,4,23,0
WL,29,3A,23-04-2017,1,4,23,0
WL,16,3A,22-04-2017,7,4,22,1
WL,76,SL,22-04-2017,7,4,22,0
WL,80,SL,23-04-2017,1,4,23,0
WL,2,3A,23-04-2017,1,4,23,0
WL,18,SL,23-04-2017,1,4,23,0
WL,59,SL,24-04-2017,2,4,24,0
WL,23,SL,23-04-2017,1,4,23,1
WL,9,3A,24-04-2017,2,4,24,0
WL,36,3A,24-04-2017,2,4,24,0
WL,8,3A,24-04-2017,2,4,24,0
WL,25,SL,24-04-2017,2,4,24,0
WL,84,SL,24-04-2017,2,4,24,0
WL,16,SL,24-04-2017,2,4,24,0
WL,17,SL,24-04-2017,2,4,24,0
WL,75,SL,24-04-2017,2,4,24,0
WL,6,3A,25-04-2017,3,4,25,0
WL,15,SL,25-04-2017,3,4,25,0
WL,78,SL,24-04-2017,2,4,24,0
WL,18,SL,25-04-2017,3,4,25,0
WL,26,3A,25-04-2017,3,4,25,0
WL,55,SL,25-04-2017,3,4,25,0
WL,16,3A,25-04-2017,3,4,25,0
WL,70,SL,25-04-2017,3,4,25,0
WL,4,2A,27-04-2017,5,4,27,1
WL,3,SL,27-04-2017,5,4,27,1
WL,76,SL,27-04-2017,5,4,27,1
WL,90,SL,27-04-2017,5,4,27,1
WL,27,3A,27-04-2017,5,4,27,0
WL,15,SL,27-04-2017,5,4,27,0
WL,24,SL,27-04-2017,5,4,27,0
WL,9,SL,28-04-2017,6,4,28,0
WL,19,SL,28-04-2017,6,4,28,0
WL,5,3A,27-04-2017,5,4,27,0
WL,9,SL,27-04-2017,5,4,27,0
WL,4,SL,27-04-2017,5,4,27,1
WL,50,SL,27-04-2017,5,4,27,0
WL,30,3A,28-04-2017,6,4,28,0
WL,12,3A,28-04-2017,6,4,28,0
WL,13,3A,28-04-2017,6,4,28,0
WL,14,3A,28-04-2017,6,4,28,0
WL,91,SL,28-04-2017,6,4,28,0
WL,15,SL,28-04-2017,6,4,28,0
WL,52,SL,28-04-2017,6,4,28,0
WL,75,SL,28-04-2017,6,4,28,0
WL,37,SL,29-04-2017,7,4,29,0
WL,47,SL,29-04-2017,7,4,29,0
WL,99,SL,29-04-2017,7,4,29,0
WL,2,SL,30-04-2017,1,4,30,1
WL,57,SL,28-04-2017,6,4,28,0
WL,17,SL,28-04-2017,6,4,28,0
WL,4,SL,29-04-2017,7,4,29,1
WL,35,SL,28-04-2017,6,4,28,0
WL,30,3A,29-04-2017,7,4,29,0
WL,78,SL,29-04-2017,7,4,29,0
WL,13,SL,30-04-2017,1,4,30,0
WL,5,2A,30-04-2017,1,4,30,0
WL,6,3A,30-04-2017,1,4,30,1
WL,30,3A,30-04-2017,1,4,30,0
WL,5,SL,30-04-2017,1,4,30,0
WL,39,3A,29-04-2017,7,4,29,0
WL,10,SL,1/5/2017,2,5,1,1
WL,1,SL,30-04-2017,1,4,30,0
WL,38,3A,30-04-2017,1,4,30,0
WL,32,3A,30-04-2017,1,4,30,0
WL,14,3A,30-04-2017,1,4,30,0
WL,20,SL,30-04-2017,1,4,30,0
WL,40,SL,30-04-2017,1,4,30,0
WL,14,SL,30-04-2017,1,4,30,1
WL,20,3A,1/5/2017,2,5,1,0
WL,9,SL,1/5/2017,2,5,1,0
WL,11,3A,2/5/2017,3,5,2,0
WL,17,SL,1/5/2017,2,5,1,0
WL,14,3A,1/5/2017,2,5,1,0
WL,6,SL,1/5/2017,2,5,1,0
WL,18,SL,1/5/2017,2,5,1,0
WL,48,SL,1/5/2017,2,5,1,0
WL,25,3A,2/5/2017,3,5,2,0
WL,2,3A,3/5/2017,4,5,3,0
WL,26,SL,3/5/2017,4,5,3,0
WL,52,SL,1/5/2017,2,5,1,0
WL,31,3A,3/5/2017,4,5,3,0
WL,15,SL,2/5/2017,3,5,2,1
WL,18,SL,3/5/2017,4,5,3,0
WL,19,3A,2/5/2017,3,5,2,0
WL,63,SL,1/5/2017,2,5,1,1
WL,4,3A,2/5/2017,3,5,2,0
WL,39,SL,2/5/2017,3,5,2,1
WL,30,3A,3/5/2017,4,5,3,0
WL,20,SL,3/5/2017,4,5,3,1
WL,72,SL,3/5/2017,4,5,3,0
TQWL,17,SL,3/6/2017,7,6,3,0
TQWL,38,SL,3/6/2017,7,6,3,0
TQWL,10,SL,3/6/2017,7,6,3,1
TQWL,27,3A,3/6/2017,7,6,3,0
TQWL,37,3A,3/6/2017,7,6,3,0
TQWL,6,SL,3/6/2017,7,6,3,0
TQWL,11,SL,3/6/2017,7,6,3,0
TQWL,64,SL,4/6/2017,1,6,4,0
TQWL,31,3A,4/6/2017,1,6,4,0
TQWL,16,SL,4/6/2017,1,6,4,0
TQWL,6,2A,4/6/2017,1,6,4,0
TQWL,56,SL,4/6/2017,1,6,4,0
TQWL,8,SL,5/6/2017,2,6,5,1
TQWL,4,SL,5/6/2017,2,6,5,1
TQWL,28,3A,5/6/2017,2,6,5,0
TQWL,1,3A,6/6/2017,3,6,6,0
TQWL,4,SL,6/6/2017,3,6,6,0
TQWL,31,SL,5/6/2017,2,6,5,0
TQWL,5,2A,6/6/2017,3,6,6,0
TQWL,16,SL,6/6/2017,3,6,6,0
TQWL,9,SL,6/6/2017,3,6,6,0
TQWL,1,SL,7/6/2017,4,6,7,0
TQWL,4,3A,6/6/2017,3,6,6,1
TQWL,9,3A,6/6/2017,3,6,6,0
TQWL,8,3A,6/6/2017,3,6,6,0
TQWL,29,SL,6/6/2017,3,6,6,0
TQWL,99,SL,7/6/2017,4,6,7,0
TQWL,53,SL,7/6/2017,4,6,7,0
TQWL,3,SL,7/6/2017,4,6,7,0
TQWL,69,SL,7/6/2017,4,6,7,0
TQWL,93,SL,7/6/2017,4,6,7,0
TQWL,4,3A,8/6/2017,5,6,8,0
TQWL,27,3A,8/6/2017,5,6,8,0
TQWL,2,SL,8/6/2017,5,6,8,1
TQWL,2,SL,8/6/2017,5,6,8,0
TQWL,14,3A,8/6/2017,5,6,8,0
TQWL,2,SL,9/6/2017,6,6,9,0
TQWL,42,SL,9/6/2017,6,6,9,0
TQWL,3,3A,8/6/2017,5,6,8,1
TQWL,8,3A,8/6/2017,5,6,8,0
TQWL,9,SL,9/6/2017,6,6,9,0
TQWL,108,SL,9/6/2017,6,6,9,0
TQWL,7,SL,9/6/2017,6,6,9,1
TQWL,17,3A,10/6/2017,7,6,10,0
TQWL,29,3A,10/6/2017,7,6,10,0
TQWL,25,SL,10/6/2017,7,6,10,0
TQWL,3,SL,11/6/2017,1,6,11,0
TQWL,29,3A,11/6/2017,1,6,11,0
TQWL,34,3A,11/6/2017,1,6,11,0
TQWL,77,SL,11/6/2017,1,6,11,0
TQWL,79,SL,11/6/2017,1,6,11,1
TQWL,8,SL,11/6/2017,1,6,11,1
TQWL,6,SL,11/6/2017,1,6,11,0
TQWL,20,3A,13-06-2017,3,6,13,0
TQWL,57,SL,13-06-2017,3,6,13,1
TQWL,77,SL,13-06-2017,3,6,13,1
TQWL,43,SL,13-06-2017,3,6,13,0
TQWL,1,SL,15-06-2017,5,6,15,1
TQWL,84,SL,15-06-2017,5,6,15,1
TQWL,90,SL,15-06-2017,5,6,15,0
TQWL,10,SL,15-06-2017,5,6,15,1
TQWL,20,3A,15-06-2017,5,6,15,0
TQWL,5,SL,17-06-2017,7,6,17,0
TQWL,7,SL,17-06-2017,7,6,17,0
TQWL,38,SL,17-06-2017,7,6,17,0
TQWL,11,SL,17-06-2017,7,6,17,1
TQWL,38,3A,17-06-2017,7,6,17,0
TQWL,4,3A,18-06-2017,1,6,18,1
TQWL,2,SL,20-06-2017,3,6,20,0
TQWL,54,SL,18-06-2017,1,6,18,0
TQWL,79,SL,20-06-2017,3,6,20,0
TQWL,57,SL,20-06-2017,3,6,20,0
TQWL,7,SL,22-06-2017,5,6,22,0
TQWL,3,3A,22-06-2017,5,6,22,1
TQWL,81,SL,22-06-2017,5,6,22,0
TQWL,11,SL,23-06-2017,6,6,23,0
TQWL,41,SL,22-06-2017,5,6,22,0
TQWL,66,SL,22-06-2017,5,6,22,1
TQWL,29,SL,22-06-2017,5,6,22,0
TQWL,48,SL,22-06-2017,5,6,22,0
TQWL,17,SL,22-06-2017,5,6,22,0
TQWL,44,SL,22-06-2017,5,6,22,0
TQWL,36,SL,22-06-2017,5,6,22,0
TQWL,12,3A,22-06-2017,5,6,22,0
TQWL,1,3A,23-06-2017,6,6,23,0
TQWL,7,3A,22-06-2017,5,6,22,1
TQWL,92,SL,22-06-2017,5,6,22,0
TQWL,1,SL,23-06-2017,6,6,23,0
TQWL,52,SL,22-06-2017,5,6,22,0
TQWL,7,SL,23-06-2017,6,6,23,1
TQWL,29,SL,23-06-2017,6,6,23,0
TQWL,24,SL,23-06-2017,6,6,23,0
TQWL,107,SL,22-06-2017,5,6,22,0
TQWL,15,3A,22-06-2017,5,6,22,0
TQWL,55,SL,23-06-2017,6,6,23,0
TQWL,12,SL,23-06-2017,6,6,23,1
TQWL,24,SL,24-06-2017,7,6,24,0
TQWL,42,SL,24-06-2017,7,6,24,0
TQWL,76,SL,24-06-2017,7,6,24,0
TQWL,55,SL,24-06-2017,7,6,24,0
TQWL,51,SL,24-06-2017,7,6,24,0
TQWL,1,2A,24-06-2017,7,6,24,0
TQWL,1,SL,25-06-2017,1,6,25,1
TQWL,15,3A,25-06-2017,1,6,25,0
TQWL,18,3A,25-06-2017,1,6,25,0
TQWL,17,3A,25-06-2017,1,6,25,0
TQWL,4,3A,25-06-2017,1,6,25,0
TQWL,56,SL,25-06-2017,1,6,25,0
TQWL,42,SL,25-06-2017,1,6,25,0
TQWL,2,SL,26-06-2017,2,6,26,1
TQWL,65,SL,25-06-2017,1,6,25,0
TQWL,14,SL,25-06-2017,1,6,25,1
TQWL,2,SL,26-06-2017,2,6,26,1
TQWL,6,3A,26-06-2017,2,6,26,0
TQWL,28,SL,26-06-2017,2,6,26,0
TQWL,33,SL,26-06-2017,2,6,26,0
TQWL,47,SL,26-06-2017,2,6,26,0
TQWL,1,2A,27-06-2017,3,6,27,0
TQWL,10,SL,27-06-2017,3,6,27,1
TQWL,21,SL,28-06-2017,4,6,28,0
TQWL,11,3A,28-06-2017,4,6,28,1
TQWL,15,3A,28-06-2017,4,6,28,1
TQWL,57,SL,28-06-2017,4,6,28,0
TQWL,29,SL,29-06-2017,5,6,29,0
TQWL,64,SL,30-06-2017,6,6,30,0
TQWL,67,SL,30-06-2017,6,6,30,0
TQWL,73,SL,30-06-2017,6,6,30,0
TQWL,95,SL,30-06-2017,6,6,30,0
TQWL,61,SL,30-06-2017,6,6,30,0
TQWL,75,SL,30-06-2017,6,6,30,0
TQWL,1,3A,1/7/2017,7,7,1,0
TQWL,3,SL,2/7/2017,1,7,2,0
TQWL,2,SL,1/7/2017,7,7,1,1
TQWL,30,SL,1/7/2017,7,7,1,0
TQWL,1,SL,1/7/2017,7,7,1,1
TQWL,19,3A,1/7/2017,7,7,1,0
TQWL,41,SL,1/7/2017,7,7,1,0
TQWL,64,SL,2/7/2017,1,7,2,0
TQWL,1,3A,4/7/2017,3,7,4,0
TQWL,39,SL,3/7/2017,2,7,3,0
TQWL,6,3A,5/7/2017,4,7,5,1
